Latitude,Longitude,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Land Cover,Soil Type,Population Density,Infrastructure,Historical Floods,Flood Occurred
29.707843160883716,68.16587918784869,45.841,27.1557,52.8904,1900.017,3.7314,276.9165,Desert,Clay,1996.9862,1,1,1
24.458695000197217,88.5294109578039,9.248,27.5841,42.2171,407.6016,0.9162,153.2202,Urban,Rocky,3651.4279,1,1,0
10.157707952358383,74.06213617030863,68.2325,16.7133,52.733,1734.7965,1.7352,2222.8326,Water Body,Clay,1167.2399,1,1,1
10.542422839026404,85.58028213413212,20.5798,31.5181,39.3544,302.2958,0.5,6104.8392,Desert,Clay,539.5628,1,1,0
29.317083752904637,90.8783318829754,159.7584,28.1042,72.7339,3799.256,5.4105,4615.696,Forest,Clay,2140.8317,0,1,1
14.24901414588049,89.58700953821187,12.3013,26.3151,36.451,192.9467,0.5,199.4716,Agricultural,Loam,1542.8277,1,0,0
16.282864286526475,77.16239335059058,120.7792,20.8578,71.8128,2605.6145,4.4323,1275.1796,Wetland,Sandy,3932.6693,0,0,1
13.9394655322509,91.95509648711051,14.6099,17.2366,42.7028,401.4625,1.0873,114.1326,Urban,Clay,267.1279,1,1,0
11.476771529298574,80.94020939651749,15.3713,24.7525,43.0956,371.2883,0.6316,89.2803,Agricultural,Rocky,2709.261,1,0,0
19.573636882011247,71.66437065872529,24.1519,33.4034,62.76,1730.8302,1.6021,186.2089,Wetland,Rocky,3607.4416,1,1,1
22.993752576847196,68.94960173645747,243.2316,29.0716,89.8322,3739.4941,6.1978,655.6705,Forest,Peat,351.9334,1,0,1
33.76400583700888,87.32890779254417,325.1163,28.731,100.0,5174.5296,7.8731,978.9294,Urban,Sandy,12000.0,1,0,1
14.015755734992023,74.34465533497776,19.5228,37.3499,44.2108,1747.6118,2.4039,3216.2672,Wetland,Loam,5731.1114,0,0,0
26.27417506914968,87.37478928046102,17.7529,25.7418,53.8523,520.1752,0.5,199.2677,Agricultural,Silt,713.9729,0,1,0
34.642941129410055,78.06015125295683,8.6386,26.7892,49.5528,906.8411,1.0876,248.6685,Forest,Sandy,2866.6778,0,0,0
17.246830918030213,90.54238680884315,30.1018,27.9982,39.006,656.8073,1.4638,192.8094,Desert,Loam,3460.5023,1,1,0
18.609499863080718,87.4348592908122,41.3365,25.6548,62.1589,755.9745,1.7562,238.3069,Forest,Sandy,1755.6213,1,0,0
20.25618996706074,80.69359803720734,42.9131,34.8033,51.3454,610.5707,0.5052,6014.7082,Urban,Sandy,4036.9274,1,1,0
10.205498930838406,84.60041529188061,80.6911,21.2231,61.074,1887.2592,4.6822,31.1552,Desert,Loam,864.5998,0,0,1
24.83900652292887,83.04430103004911,179.8781,26.3643,88.8542,3127.4553,4.5514,134.7767,Agricultural,Peat,1559.5251,0,1,1
27.64677213905195,86.01545807983172,110.8592,38.528,72.8578,2750.9107,4.9438,280.3938,Forest,Peat,539.0765,0,1,1
27.49450692306051,71.16013366056269,28.0394,36.2836,46.9713,720.6401,1.24,1755.496,Urban,Silt,4404.0917,0,1,0
13.20995236036017,82.85560979595566,29.9111,30.6248,52.9994,370.4777,0.8742,177.2259,Water Body,Clay,499.4167,0,0,0
16.242731109827325,74.9710677029942,45.5559,30.0177,37.5659,635.3797,1.1951,209.7303,Wetland,Silt,5971.7045,0,0,0
22.512978897528292,81.84635352551227,27.3433,31.1797,43.9767,388.1169,0.5,305.6382,Agricultural,Silt,12000.0,1,0,0
13.082269393764232,86.76883225089502,155.1335,20.2519,90.4812,2737.3216,4.5627,1321.8291,Agricultural,Clay,1027.542,1,1,1
33.17120586586625,83.8230574439033,178.2012,26.5057,86.5026,3864.8887,5.3763,159.9808,Forest,Clay,4017.0551,0,0,1
19.567617894760698,96.58202767229787,56.5067,26.5134,60.3887,734.8157,0.5,201.2323,Desert,Sandy,491.0195,0,0,0
15.15625356477511,74.06115437872108,139.6337,32.1976,67.0524,2551.6041,4.5434,19.1238,Forest,Silt,1989.7897,1,1,1
22.376965585235887,89.61911916985565,202.6061,25.1729,100.0,3241.4418,5.2825,1283.1251,Agricultural,Loam,1930.2258,0,0,1
11.258588631848491,72.39655708451747,45.0209,15.5706,39.983,575.6234,1.0399,229.933,Desert,Clay,11216.4858,0,0,0
26.577230041001478,71.98764043214585,155.7001,37.2705,83.9935,3082.5122,4.5764,34.6195,Desert,Loam,4228.8637,1,0,1
32.051393550891106,96.39254176222272,145.7479,29.6548,81.7372,2699.3541,3.6873,3937.1744,Agricultural,Clay,3822.6473,0,1,1
12.214834936209808,83.95020208477932,46.9469,31.1517,52.3569,947.2794,1.2375,4530.6358,Agricultural,Rocky,1647.7044,0,0,0
27.52192963297148,80.4667061340109,29.7757,35.5479,56.1839,1341.0507,2.2143,4228.7243,Urban,Clay,12000.0,1,0,0
15.031382350435187,86.21675055478573,151.6984,22.7786,78.0611,2896.4704,5.3836,282.1819,Wetland,Sandy,470.3325,1,1,1
12.124261655025649,82.72540972064381,3.4517,31.1343,47.5921,293.1995,0.5,121.7302,Agricultural,Sandy,1327.2244,1,1,0
18.458280970766936,88.11655337096697,160.7765,32.6619,93.6464,3361.0049,5.7047,973.1907,Agricultural,Rocky,3180.7729,0,0,1
23.3784143833603,80.22852563480626,6.3217,26.2558,45.8251,271.82,0.5,1740.9526,Agricultural,Peat,499.1723,0,0,0
29.12768947751938,72.7042095680596,20.5247,19.3787,40.1972,575.3875,0.681,10.2721,Agricultural,Silt,2105.7302,1,0,0
33.95489457076823,69.54511986857653,6.3801,27.643,34.1491,919.2284,1.0738,229.3289,Forest,Loam,2767.29,1,0,0
12.694422933458434,94.26909149372221,68.773,25.2273,65.4798,1659.2955,3.3678,109.4618,Agricultural,Sandy,411.394,1,1,1
22.170905572682404,76.82985480255336,261.809,32.2045,93.358,4345.0115,6.6968,106.319,Water Body,Loam,5365.9929,0,1,1
31.241462026224596,93.05208644040226,250.0153,23.6964,97.1863,4094.5568,6.5566,4312.7687,Agricultural,Peat,1158.0364,1,0,1
12.8427116178589,72.17726884365766,34.8533,27.2675,35.6721,873.5954,1.1704,810.0804,Agricultural,Sandy,534.642,0,1,0
24.602381393307276,84.94955783097805,169.4294,32.0427,90.8155,2933.2203,4.8668,11.7967,Agricultural,Rocky,1523.9374,0,1,1
17.923568893608923,95.2848651460871,54.8337,21.5916,59.7178,1684.2021,1.6111,7321.2236,Desert,Peat,1311.6153,1,1,0
17.867787724879214,96.74003924959538,211.9981,26.7215,83.2565,3345.0006,6.4681,6877.2833,Wetland,Clay,563.8903,0,1,1
8.190175945007802,73.43342722692356,31.5594,28.6535,47.522,564.8671,0.7488,14.5994,Forest,Clay,752.3476,0,1,1
25.51106639061011,69.32739619193804,16.0441,33.1289,56.2454,611.4444,0.9469,7186.3042,Water Body,Clay,982.0403,0,0,0
12.829264853008867,93.08772200394648,6.4813,29.8899,44.0431,114.1296,0.5,5216.9004,Desert,Clay,650.071,1,0,0
30.050553785184377,94.13247607534386,8.7875,30.5733,49.6602,378.9879,0.5,128.4475,Urban,Loam,1740.7882,1,0,0
13.400240870044186,75.66157333015585,51.5358,36.3287,60.681,691.9655,0.9779,168.7017,Forest,Rocky,794.0152,0,1,0
33.04702814971155,87.23985627620584,181.277,20.0173,85.4999,4000.6276,5.6961,252.7779,Agricultural,Peat,6254.6984,0,1,1
31.32492288233184,73.34109889681817,210.8464,30.6338,99.8119,3715.0353,6.3984,1032.7064,Urban,Clay,12000.0,0,1,1
29.72065631648309,81.86899198993011,227.2577,35.9828,82.6766,4809.0616,7.0292,6582.0596,Desert,Loam,9277.1891,1,1,1
33.85154168715495,95.7575537522192,11.0642,31.5284,42.9725,548.6075,0.5,204.5815,Agricultural,Loam,1809.1316,0,1,0
21.13394445283061,77.40041706728152,43.7087,32.7494,45.3427,1285.6872,2.0626,244.8379,Urban,Sandy,836.7392,1,1,0
10.335372398577734,89.91405297249524,118.3486,18.3876,66.7939,2506.7551,4.6163,94.0318,Forest,Rocky,1332.2264,0,1,1
11.024760193459967,68.26832840081941,18.8108,33.0263,41.7536,396.7251,0.5,399.9669,Agricultural,Loam,1544.7149,1,0,0
24.893071907972473,81.0163092830719,29.3396,36.2659,48.6182,439.7236,0.5,264.4768,Agricultural,Sandy,2126.3872,1,0,0
33.92157344564888,93.7696745332389,63.4287,36.955,73.6278,2138.8544,3.4444,255.6354,Forest,Clay,1796.453,1,1,1
30.52489859679964,82.53367344538412,14.7308,27.3824,44.7851,203.4116,0.5,3950.3944,Urban,Silt,985.1382,1,1,0
33.70541060122787,91.96827052894854,200.9436,25.3862,89.3718,3300.9085,5.2257,400.6262,Desert,Silt,2295.2336,0,0,1
34.46868029758334,77.72133946877256,15.7984,30.2051,41.8469,336.994,0.6068,5616.1573,Desert,Rocky,573.2172,1,0,0
18.993690942169632,91.0290144350208,366.0895,26.0779,100.0,5303.2149,8.4711,289.9245,Urban,Rocky,9695.0541,1,0,1
11.801920276510986,75.81458041733094,17.9641,27.8073,44.638,473.5386,0.5,43.0992,Urban,Silt,854.7549,1,0,0
28.851224034612656,88.85844417636046,23.8187,29.168,48.7895,400.9397,1.1566,106.2785,Urban,Rocky,1108.1256,0,0,0
34.09860479113378,70.05844380712645,22.9447,34.5697,28.1417,336.78,0.5,112.4461,Wetland,Clay,5441.4978,1,1,1
30.22806709956923,88.49608022910466,61.2009,32.4548,53.515,786.8489,1.286,297.0973,Wetland,Clay,2573.3206,0,0,1
22.727498325882795,75.79599511056217,19.6144,31.8944,33.8804,247.0217,0.5,526.8211,Desert,Clay,3566.5176,1,0,0
21.070080882175443,75.24824112476716,131.2874,19.6676,84.5217,2412.5286,4.5752,165.5597,Wetland,Loam,4140.116,1,1,1
14.310901559446608,94.94180997708223,24.5372,27.603,30.1428,396.9387,0.6699,277.0823,Water Body,Peat,2060.9911,1,1,1
18.360367384544894,82.65254186898639,93.0847,24.05,78.7085,2061.7187,3.7146,66.5493,Wetland,Silt,11145.0147,1,0,1
17.01892957974045,96.4649072175372,29.6616,25.8372,50.9648,492.7981,0.6644,619.5912,Desert,Clay,2071.8775,1,1,0
30.983442988828468,76.11897028154,96.3162,31.5693,71.6256,2421.5913,3.7042,50.439,Desert,Sandy,3719.8339,0,0,1
26.38623384045173,82.14125500093127,27.9435,28.5861,55.4514,1207.5037,1.3671,2009.2242,Urban,Silt,4592.0071,1,0,0
28.43702481842937,76.39130826478058,210.807,27.1932,92.3768,4613.9359,7.1809,179.683,Agricultural,Clay,2832.1534,0,1,1
10.032525349595188,79.93382822847428,13.1591,27.7262,43.1375,181.1403,0.5,280.2988,Water Body,Clay,2010.2003,1,1,0
31.370184345649495,76.89928431058584,11.8387,32.8111,40.8496,644.4196,0.5,859.1902,Forest,Clay,542.6015,0,1,0
19.090981417155845,85.4327824456164,12.0211,36.1699,38.164,162.1104,0.8607,31.4954,Agricultural,Rocky,1903.3713,1,1,0
20.56415912176538,80.83286229666052,0.7105,38.1893,40.1418,50.0,0.5,6337.5077,Forest,Clay,4698.371,0,1,0
32.83806039360775,95.17414181390662,70.5179,24.0352,52.2505,1919.0771,4.1628,127.5483,Agricultural,Rocky,3153.2261,1,1,1
22.960680570687305,95.43377364748446,7.9652,35.5838,44.3055,196.4282,0.5,7217.7066,Forest,Silt,218.4882,0,1,0
18.08336451858304,93.63713753187781,16.1669,27.969,50.2334,1064.1436,1.1418,4467.7031,Agricultural,Peat,1716.4801,1,1,0
27.471708579548622,84.09264768358757,15.989,46.8258,50.1828,553.0084,0.5,109.256,Agricultural,Rocky,193.6821,1,0,0
29.08530606855043,84.3048669812386,27.7628,26.7321,38.8529,460.4445,0.5,625.4266,Agricultural,Rocky,1136.9481,0,0,0
23.248292217963623,91.80969325087412,15.0311,29.3568,42.792,180.7125,0.5,6622.8927,Wetland,Silt,6939.7878,1,0,0
17.896882059239108,88.79724465474081,182.0244,17.531,93.1179,3131.5213,4.3239,77.1097,Agricultural,Silt,2071.8413,0,0,1
26.971134216476017,74.12905838206683,14.3308,38.5423,43.5497,289.5742,0.5,339.6594,Agricultural,Sandy,3036.4308,0,0,0
29.00854866622118,68.40841630268781,49.012,28.3967,43.6723,1013.6115,1.7311,242.5174,Agricultural,Loam,3983.1098,0,1,0
16.904237244518907,94.11022654355601,34.2374,33.9875,54.5542,463.0011,0.5,154.1498,Agricultural,Loam,2512.0268,1,0,0
22.01547671917266,91.78350654917578,123.2521,33.2476,70.3782,2610.4456,3.8878,193.3135,Agricultural,Clay,2946.939,0,0,1
15.177829412863309,96.09334449788832,24.2841,27.2959,40.9537,328.0721,0.5,462.8129,Water Body,Clay,12000.0,0,0,0
21.333869398022156,71.25570421963825,10.224,34.4316,36.0089,255.0499,0.5,7151.0504,Water Body,Silt,1813.4465,0,0,0
19.285570308686665,87.38904881443344,116.6962,20.5742,62.9075,2660.1356,5.0707,7070.1786,Forest,Rocky,1538.8387,0,0,0
25.61752433881891,82.9193103797101,13.5018,32.076,39.8719,196.5612,0.869,1696.7843,Desert,Silt,12000.0,1,1,0
20.78803039808446,77.94075731810746,23.2266,26.3659,33.5001,586.8726,0.5,149.8166,Forest,Loam,1094.7319,1,0,0
30.072247580950854,83.44713217957715,7.7685,35.9685,39.4772,114.7866,0.5,1119.4863,Forest,Loam,4648.0636,0,0,0
29.37986070744032,79.78099028705319,236.4614,30.271,91.4186,4078.107,6.7613,6961.1956,Wetland,Peat,5893.902,0,0,1
25.258449393528917,82.34467572524507,9.5999,36.6211,36.7575,206.9865,0.5,135.7413,Agricultural,Loam,1158.2066,1,0,0
34.78648904977814,84.10573220791127,65.7039,28.4793,75.536,1784.7165,3.2599,1425.9146,Forest,Rocky,982.5885,1,0,0
21.564809166262712,80.38076239356974,77.6562,20.5349,67.3007,2007.0506,3.7136,6811.0885,Desert,Loam,744.7082,1,0,0
22.76671887241435,82.57650985872445,22.2173,34.4497,57.8639,503.5379,1.2848,7799.2851,Forest,Loam,3814.6759,1,0,0
12.017656892468324,83.02727423627395,26.6047,25.8387,49.1976,361.2079,0.5,117.103,Agricultural,Rocky,1827.2572,1,1,0
34.49088075837919,80.16552625542973,146.3662,26.9951,74.7094,2812.6914,5.6528,1314.5175,Agricultural,Silt,1599.4535,0,0,1
13.167085721535514,72.61229127554986,119.0954,27.4091,83.419,2674.805,5.7012,1869.7307,Forest,Clay,1281.9075,0,0,1
27.760563906735523,83.84814545352825,28.4101,32.5973,41.6771,366.4238,0.8599,120.028,Agricultural,Rocky,2085.6552,0,1,0
14.79710053562832,88.58563739790752,21.3629,33.9723,39.0437,488.3452,1.0392,155.9061,Agricultural,Clay,8588.305,1,1,0
15.177335352392092,82.80991748681734,79.4579,18.8649,63.5382,1777.9264,3.9231,87.6249,Wetland,Peat,1391.3609,0,0,1
20.336075398100952,81.10732297879275,336.9094,35.4717,100.0,5372.8382,7.9132,238.0036,Agricultural,Silt,1476.7109,1,1,1
30.210215137810774,93.30010130536161,187.1969,33.0184,88.5982,3179.1388,5.631,169.072,Water Body,Clay,4867.0287,1,0,1
13.45627650439085,77.21534186234393,252.1612,29.6057,82.647,3910.5157,6.0106,70.9588,Forest,Loam,12000.0,1,1,1
12.434382978747976,83.48759939095189,89.1536,24.2575,71.7777,2132.2598,3.8163,130.9575,Agricultural,Sandy,363.4001,1,1,1
33.1466759145744,82.87413827045529,12.0523,47.0445,39.83,511.5374,1.2709,5683.2418,Wetland,Peat,1769.394,0,0,0
11.763561690719468,87.66115506858361,140.1316,18.4031,72.3765,3276.9938,5.5914,394.7228,Forest,Silt,1426.874,1,1,1
17.12308790402343,85.81859190917388,13.7071,31.0336,37.7341,202.2086,0.5,123.925,Forest,Sandy,760.2611,0,0,0
8.5883016435809,79.66558696968225,8.1485,33.7924,35.0239,729.1168,0.5365,15.4278,Water Body,Clay,2482.257,1,0,0
23.950350476532748,84.59538200051952,35.7901,31.0164,46.4207,570.05,1.3412,81.9326,Wetland,Sandy,6056.8198,1,0,0
15.37943368365043,71.26821451240045,214.252,28.2285,87.5389,3831.8068,6.3566,227.135,Forest,Silt,3520.9639,1,1,1
14.085294236182676,86.10360618445895,233.3998,33.2542,88.7813,4049.2094,6.1019,261.535,Urban,Silt,10953.6602,1,0,1
8.83032939376234,86.7472341403107,2.498,22.7313,49.7442,174.9495,0.5,1021.1566,Desert,Sandy,889.672,1,1,0
13.879731575735686,79.8044473783378,113.5863,26.6825,76.064,2210.534,3.4876,4787.4421,Water Body,Loam,5378.5323,1,1,1
8.192510545967163,69.98680060023568,30.9112,17.5665,49.8355,436.0367,0.5,6845.4077,Agricultural,Loam,967.1115,1,1,0
19.313848261271442,91.86698492609806,5.1438,29.5765,44.9854,185.2144,0.576,3969.8626,Desert,Clay,3717.8372,1,1,0
24.959431326678672,93.24925260353166,55.5138,32.0159,50.9656,757.8725,0.5996,107.4058,Forest,Clay,769.5418,0,1,1
34.89612841341744,81.52671299632819,1.7754,35.9056,43.9037,71.7346,0.7717,635.9917,Urban,Peat,675.1843,0,1,0
28.174523199940843,85.34293654324246,18.7796,33.3975,40.8239,652.9535,2.1254,4331.1438,Urban,Clay,348.535,0,0,0
34.11219972984114,92.1364485024517,43.321,19.6654,44.208,622.5686,0.5,232.9749,Agricultural,Rocky,1566.4626,1,0,0
10.818029368236383,81.23437875596336,1.0356,32.4199,25.3146,175.9655,0.5,173.835,Forest,Clay,1789.5484,0,1,0
30.73704484210551,89.72222513609411,14.9642,39.9189,38.6614,317.2993,0.5,155.2925,Wetland,Loam,2417.7191,0,1,0
10.98969679806693,91.78156177354157,13.6683,29.3401,38.9374,198.9996,1.3385,1483.8559,Agricultural,Loam,6258.4893,1,1,0
23.19875684324272,82.48706969170817,18.3932,28.9836,33.7645,1505.3531,1.8419,5607.1509,Urban,Peat,10096.8539,1,0,0
18.282014632197836,84.68835897819471,186.8522,20.3222,80.6875,3668.9739,6.404,262.6089,Agricultural,Clay,453.2814,0,0,1
27.36664024216688,69.426281518742,4.998,35.3681,35.0021,80.7455,0.5,49.4465,Agricultural,Clay,3951.0485,1,1,0
13.204507994469143,80.61790546513586,18.9703,32.8612,50.9979,354.8529,0.5,1375.7528,Agricultural,Sandy,1090.596,1,0,0
17.472891249408853,72.42902648814781,138.2894,29.7311,71.4034,2618.2641,4.0992,1038.9459,Agricultural,Silt,12000.0,1,1,1
31.170392283923654,81.49285050233105,25.1358,35.8661,29.3634,380.1514,0.5,26.8883,Agricultural,Loam,523.7601,0,1,0
17.75315263885132,92.98957941243714,73.0516,20.6101,64.3541,2046.51,3.461,3981.8225,Urban,Silt,205.4321,0,0,1
33.193016004675385,74.97266675620148,11.9445,26.3455,41.6209,1030.8587,1.697,4798.1966,Agricultural,Clay,690.7579,0,0,0
14.06992645100999,83.20092940096593,6.2853,35.8431,36.5533,76.3132,0.5,590.0751,Desert,Clay,663.5038,1,0,0
14.046826896913428,68.47344615962251,28.7541,22.5571,60.6049,487.6141,0.6212,247.1261,Agricultural,Peat,907.2775,0,1,0
19.484625399289556,68.39129703461276,84.3703,35.7816,80.5424,2519.4934,4.0857,540.8531,Forest,Clay,361.1177,0,0,1
